Year,Month,Variable,101
2010,1,maxtemp,8.8
2010,2,maxtemp,9.2
2010,3,maxtemp,15.5
2010,4,maxtemp,25.3
2010,5,maxtemp,28
2010,6,maxtemp,32.5
2010,7,maxtemp,33.7
2010,8,maxtemp,33.9
2010,9,maxtemp,32
2010,10,maxtemp,26
2010,11,maxtemp,19
2010,12,maxtemp,9.1
2011,1,maxtemp,10
2011,2,maxtemp,15.9
2011,3,maxtemp,19.8
2011,4,maxtemp,24.9
2011,5,maxtemp,27.5
2011,6,maxtemp,33.9
2011,7,maxtemp,32.7
2011,8,maxtemp,33.9
2011,9,maxtemp,27.5
2011,10,maxtemp,22.5
2011,11,maxtemp,18.6
2011,12,maxtemp,14.9
2012,1,maxtemp,15.4
2012,2,maxtemp,16.1
2012,3,maxtemp,23.5
2012,4,maxtemp,24.4
2012,5,maxtemp,28.5
2012,6,maxtemp,30.6
2012,7,maxtemp,33.7
2012,8,maxtemp,30.5
2012,9,maxtemp,28.3
2012,10,maxtemp,22.7
2012,11,maxtemp,17.8
2012,12,maxtemp,15.4
2013,1,maxtemp,14.2
2013,2,maxtemp,13.2
2013,3,maxtemp,15.4
2013,4,maxtemp,22.7
2013,5,maxtemp,25.3
2013,6,maxtemp,30.2
2013,7,maxtemp,29.1
2013,8,maxtemp,29.3
2013,9,maxtemp,29
2013,10,maxtemp,23.7
2013,11,maxtemp,16.3
2013,12,maxtemp,13.1
2014,1,maxtemp,8.2
2014,2,maxtemp,13.4
2014,3,maxtemp,17
2014,4,maxtemp,22.9
2014,5,maxtemp,26.9
2014,6,maxtemp,30.4
2014,7,maxtemp,30.9
2014,8,maxtemp,32.4
2014,9,maxtemp,29.6
2014,10,maxtemp,25
2014,11,maxtemp,15.2
2014,12,maxtemp,14.6
2015,1,maxtemp,11.2
2015,2,maxtemp,9.8
2015,3,maxtemp,19.1
2015,4,maxtemp,23.9
2015,5,maxtemp,27.9
2015,6,maxtemp,31.4
2015,7,maxtemp,32.6
2015,8,maxtemp,31.5
2015,9,maxtemp,28.2
2015,10,maxtemp,24.1
2015,11,maxtemp,19.6
2015,12,maxtemp,19
2016,1,maxtemp,10.9
2016,2,maxtemp,14.8
2016,3,maxtemp,21.2
2016,4,maxtemp,23.6
2016,5,maxtemp,26.9
2016,6,maxtemp,32.6
2016,7,maxtemp,33.5
2016,8,maxtemp,32.5
2016,9,maxtemp,32.3
2016,10,maxtemp,27.8
2016,11,maxtemp,21.6
2016,12,maxtemp,14.6
2017,1,maxtemp,15.5
2017,2,maxtemp,17.8
2017,3,maxtemp,19.7
2017,4,maxtemp,25.8
2017,5,maxtemp,26.6
2017,6,maxtemp,28.8
2017,7,maxtemp,31.7
2017,8,maxtemp,30.2
2017,9,maxtemp,27.9
2017,10,maxtemp,24
2017,11,maxtemp,18.8
2017,12,maxtemp,12.4
2018,1,maxtemp,9.6
2018,2,maxtemp,18.8
2018,3,maxtemp,18.2
2018,4,maxtemp,21.6
2018,5,maxtemp,29
2018,6,maxtemp,31.6
2018,7,maxtemp,31.7
2018,8,maxtemp,31.2
2018,9,maxtemp,31.4
2018,10,maxtemp,24.9
2018,11,maxtemp,14.9
2018,12,maxtemp,13.1
2019,1,maxtemp,12.1
2019,2,maxtemp,16.9
2019,3,maxtemp,18
2019,4,maxtemp,24.1
2019,5,maxtemp,29.3
2019,6,maxtemp,30.3
2019,7,maxtemp,32
2019,8,maxtemp,32.8
2019,9,maxtemp,33.6
2019,10,maxtemp,25.2
2019,11,maxtemp,16.5
2019,12,maxtemp,15.6
2020,1,maxtemp,14.2
2020,2,maxtemp,14.8
2020,3,maxtemp,21.5
2020,4,maxtemp,22.1
2020,5,maxtemp,25.8
2020,6,maxtemp,29.6
2020,7,maxtemp,31.9
2020,8,maxtemp,31.7
2020,9,maxtemp,27.9
2020,10,maxtemp,24.6
2020,11,maxtemp,20.5
2020,12,maxtemp,13.1
2021,1,maxtemp,12.7
2021,2,maxtemp,14
2021,3,maxtemp,21.2
2021,4,maxtemp,23.2
2021,5,maxtemp,26.6
2021,6,maxtemp,29.6
2021,7,maxtemp,30.9
2021,8,maxtemp,31.5
2021,9,maxtemp,27.9
2021,10,maxtemp,24.5
2021,11,maxtemp,18
2021,12,maxtemp,18.8
2022,1,maxtemp,12.2
2022,2,maxtemp,16.2
2022,3,maxtemp,20.6
2022,4,maxtemp,23.3
2022,5,maxtemp,28.7
2022,6,maxtemp,32.2
2022,7,maxtemp,32.7
2022,8,maxtemp,31.2
2022,9,maxtemp,29.1
2022,10,maxtemp,23.9
2022,11,maxtemp,19.2
2022,12,maxtemp,14.5
2023,1,maxtemp,16.3
2023,2,maxtemp,18.6
2023,3,maxtemp,21.3
2023,4,maxtemp,23.7
2023,5,maxtemp,26.4
2023,6,maxtemp,29.9
2023,7,maxtemp,32.7
2023,8,maxtemp,33.3
2023,9,maxtemp,29.7
2023,10,maxtemp,25
2023,11,maxtemp,19
2023,12,maxtemp,15.1
1895,1,precip,20.047
1895,2,precip,6.993
1895,3,precip,21.145
1895,4,precip,10.577
1895,5,precip,9.681
1895,6,precip,11.431
1895,7,precip,11.066
1895,8,precip,12.418
1895,9,precip,3.23
1895,10,precip,6.142
1895,11,precip,4.788
1895,12,precip,9.292
1896,1,precip,12.283
1896,2,precip,12.765
1896,3,precip,12.754
1896,4,precip,9.654
1896,5,precip,9.1
1896,6,precip,11.003
1896,7,precip,13.525
1896,8,precip,5.136
1896,9,precip,4.591
1896,10,precip,3.974
1896,11,precip,11.788
1896,12,precip,3.73
1897,1,precip,10.025
1897,2,precip,14.418
1897,3,precip,24.866
1897,4,precip,10.032
1897,5,precip,4.587
1897,6,precip,5.066
1897,7,precip,12.347
1897,8,precip,11.051
1897,9,precip,1.09
1897,10,precip,2.399
1897,11,precip,3.756
1897,12,precip,14.227
1898,1,precip,11.798
1898,2,precip,2.615
1898,3,precip,8.824
1898,4,precip,12.712
1898,5,precip,1.425
1898,6,precip,10.912
1898,7,precip,17.594
1898,8,precip,18.258
1898,9,precip,8.187
1898,10,precip,17.134
1898,11,precip,14.494
1898,12,precip,6.739
1899,1,precip,11.973
1899,2,precip,17.339
1899,3,precip,18.077
1899,4,precip,9.197
1899,5,precip,4.538
1899,6,precip,5.311
1899,7,precip,17.793
1899,8,precip,8.552
1899,9,precip,0.789
1899,10,precip,6.698
1899,11,precip,7.019
1899,12,precip,14.412
1900,1,precip,9.465
1900,2,precip,22.808
1900,3,precip,15.642
1900,4,precip,22.106
1900,5,precip,6.525
1900,6,precip,23.929
1900,7,precip,14.795
1900,8,precip,7.207
1900,9,precip,12.132
1900,10,precip,15.499
1900,11,precip,11.713
1900,12,precip,12.535
1901,1,precip,14.793
1901,2,precip,10.978
1901,3,precip,16.13
1901,4,precip,13.424
1901,5,precip,14.972
1901,6,precip,8.186
1901,7,precip,9.21
1901,8,precip,20.401
1901,9,precip,10.008
1901,10,precip,3.182
1901,11,precip,4.313
1901,12,precip,20.683
1902,1,precip,11.391
1902,2,precip,18.281
1902,3,precip,25.068
1902,4,precip,6.246
1902,5,precip,4.181
1902,6,precip,2.781
1902,7,precip,6.887
1902,8,precip,8.077
1902,9,precip,10.71
1902,10,precip,7.812
1902,11,precip,10.069
1902,12,precip,14.927
1903,1,precip,7.975
1903,2,precip,31.483
1903,3,precip,15.83
1903,4,precip,8.125
1903,5,precip,15.311
1903,6,precip,10.444
1903,7,precip,10.796
1903,8,precip,9.623
1903,9,precip,3.987
1903,10,precip,6.213
1903,11,precip,3.17
1903,12,precip,6.049
1904,1,precip,12.296
1904,2,precip,10.256
1904,3,precip,6.662
1904,4,precip,5.781
1904,5,precip,6.85
1904,6,precip,9.835
1904,7,precip,9.729
1904,8,precip,16.124
1904,9,precip,1.698
1904,10,precip,1.951
1904,11,precip,7.327
1904,12,precip,10.121
1905,1,precip,16.676
1905,2,precip,17.555
1905,3,precip,8.375
1905,4,precip,10.13
1905,5,precip,16.598
1905,6,precip,14.882
1905,7,precip,11.74
1905,8,precip,13.367
1905,9,precip,4.174
1905,10,precip,8.931
1905,11,precip,5.371
1905,12,precip,17.515
1906,1,precip,11.185
1906,2,precip,5.047
1906,3,precip,25.004
1906,4,precip,2.386
1906,5,precip,10.818
1906,6,precip,9.871
1906,7,precip,23.637
1906,8,precip,12.575
1906,9,precip,21.603
1906,10,precip,10.906
1906,11,precip,7.356
1906,12,precip,12.114
1907,1,precip,5.779
1907,2,precip,16.13
1907,3,precip,7.228
1907,4,precip,16.758
1907,5,precip,21.352
1907,6,precip,7.165
1907,7,precip,11.79
1907,8,precip,6.985
1907,9,precip,11.458
1907,10,precip,3.401
1907,11,precip,17.28
1907,12,precip,15.038
1908,1,precip,12.177
1908,2,precip,16.569
1908,3,precip,11.937
1908,4,precip,14.44
1908,5,precip,16.321
1908,6,precip,5.76
1908,7,precip,8.091
1908,8,precip,7.613
1908,9,precip,5.012
1908,10,precip,5.188
1908,11,precip,4.492
1908,12,precip,13.094
1909,1,precip,6.171
1909,2,precip,21.722
1909,3,precip,29.717
1909,4,precip,16.981
1909,5,precip,15.152
1909,6,precip,20.747
1909,7,precip,10.328
1909,8,precip,9.581
1909,9,precip,4.588
1909,10,precip,4.342
1909,11,precip,4.085
1909,12,precip,11.9
1910,1,precip,9.562
1910,2,precip,14.172
1910,3,precip,3.169
1910,4,precip,8.297
1910,5,precip,12.863
1910,6,precip,16.383
1910,7,precip,15.822
1910,8,precip,8.91
1910,9,precip,6.036
1910,10,precip,8.509
1910,11,precip,3.908
1910,12,precip,8.733
1911,1,precip,12.823
1911,2,precip,10.6
1911,3,precip,5.86
1911,4,precip,16.816
1911,5,precip,7.275
1911,6,precip,10.386
1911,7,precip,15.971
1911,8,precip,11.798
1911,9,precip,5.75
1911,10,precip,6.894
1911,11,precip,12.38
1911,12,precip,16.527
1912,1,precip,17.678
1912,2,precip,13.707
1912,3,precip,25.4
1912,4,precip,23.751
1912,5,precip,7.683
1912,6,precip,14.43
1912,7,precip,14.112
1912,8,precip,15.617
1912,9,precip,10.029
1912,10,precip,7.448
1912,11,precip,3.044
1912,12,precip,14.616
1913,1,precip,18.892
1913,2,precip,14.602
1913,3,precip,22.22
1913,4,precip,5.608
1913,5,precip,8.67
1913,6,precip,10.679
1913,7,precip,11.981
1913,8,precip,7.401
1913,9,precip,16.12
1913,10,precip,6.253
1913,11,precip,3.057
1913,12,precip,8.78
1914,1,precip,4.571
1914,2,precip,10.846
1914,3,precip,10.095
1914,4,precip,12.974
1914,5,precip,2.483
1914,6,precip,6.662
1914,7,precip,10.174
1914,8,precip,15.882
1914,9,precip,7.655
1914,10,precip,8.972
1914,11,precip,8.451
1914,12,precip,12.207
1915,1,precip,15.707
1915,2,precip,12.402
1915,3,precip,8.031
1915,4,precip,1.303
1915,5,precip,17.506
1915,6,precip,9.154
1915,7,precip,15.372
1915,8,precip,14.066
1915,9,precip,11.386
1915,10,precip,14.249
1915,11,precip,8.333
1915,12,precip,19.724
1916,1,precip,10.096
1916,2,precip,14.362
1916,3,precip,6.882
1916,4,precip,7.443
1916,5,precip,10.932
1916,6,precip,7.918
1916,7,precip,42.667
1916,8,precip,7.672
1916,9,precip,5.802
1916,10,precip,3.787
1916,11,precip,8.55
1916,12,precip,10.414
1917,1,precip,23.404
1917,2,precip,17.415
1917,3,precip,28.901
1917,4,precip,10.594
1917,5,precip,7.525
1917,6,precip,11.285
1917,7,precip,15.697
1917,8,precip,20.53
1917,9,precip,14.989
1917,10,precip,4.531
1917,11,precip,4.44
1917,12,precip,3.907
1918,1,precip,23.241
1918,2,precip,5.846
1918,3,precip,1.527
1918,4,precip,16.124
1918,5,precip,4.771
1918,6,precip,13.788
1918,7,precip,11.66
1918,8,precip,9.745
1918,9,precip,12.896
1918,10,precip,23.949
1918,11,precip,12.367
1918,12,precip,16.758
1919,1,precip,16.728
1919,2,precip,18.484
1919,3,precip,19.045
1919,4,precip,7.592
1919,5,precip,13.32
1919,6,precip,11.518
1919,7,precip,14.644
1919,8,precip,16.194
1919,9,precip,0.899
1919,10,precip,10.617
1919,11,precip,9.656
1919,12,precip,22.806
1920,1,precip,20.368
1920,2,precip,11.417
1920,3,precip,26.02
1920,4,precip,25.126
1920,5,precip,18.015
1920,6,precip,13.91
1920,7,precip,13.61
1920,8,precip,17.122
1920,9,precip,6.569
1920,10,precip,2.396
1920,11,precip,8.873
1920,12,precip,22.52
1921,1,precip,12.498
1921,2,precip,17.117
1921,3,precip,11.161
1921,4,precip,15.867
1921,5,precip,5.381
1921,6,precip,3.977
1921,7,precip,13.372
1921,8,precip,8.247
1921,9,precip,6.471
1921,10,precip,9.221
1921,11,precip,10.595
1921,12,precip,8.373
1922,1,precip,18.782
1922,2,precip,17.792
1922,3,precip,27.152
1922,4,precip,14.513
1922,5,precip,19.891
1922,6,precip,12.282
1922,7,precip,9.183
1922,8,precip,6.575
1922,9,precip,3.427
1922,10,precip,6.601
1922,11,precip,5.83
1922,12,precip,16.011
1923,1,precip,8.983
1923,2,precip,22.477
1923,3,precip,14.352
1923,4,precip,16.768
1923,5,precip,23.274
1923,6,precip,7.362
1923,7,precip,11.323
1923,8,precip,13.908
1923,9,precip,2.247
1923,10,precip,3.286
1923,11,precip,13.894
1923,12,precip,12.721
1924,1,precip,16.317
1924,2,precip,14.047
1924,3,precip,7.824
1924,4,precip,16.587
1924,5,precip,9.402
1924,6,precip,12.496
1924,7,precip,8.126
1924,8,precip,7.527
1924,9,precip,9.21
1924,10,precip,0.632
1924,11,precip,0.629
1924,12,precip,19.626
1925,1,precip,24.682
1925,2,precip,9.345
1925,3,precip,10.275
1925,4,precip,4.06
1925,5,precip,4.786
1925,6,precip,5.434
1925,7,precip,9.003
1925,8,precip,2.604
1925,9,precip,6.993
1925,10,precip,16.236
1925,11,precip,11.483
1925,12,precip,9.84
1926,1,precip,20.846
1926,2,precip,12.15
1926,3,precip,13.69
1926,4,precip,5.278
1926,5,precip,8.05
1926,6,precip,11.029
1926,7,precip,14.172
1926,8,precip,15.299
1926,9,precip,8.096
1926,10,precip,8.933
1926,11,precip,13.132
1926,12,precip,15.429
1927,1,precip,2.841
1927,2,precip,16.412
1927,3,precip,12.436
1927,4,precip,5.419
1927,5,precip,7.183
1927,6,precip,15.108
1927,7,precip,8.828
1927,8,precip,8.674
1927,9,precip,2.497
1927,10,precip,7.943
1927,11,precip,10.774
1927,12,precip,17.824
1928,1,precip,5.087
1928,2,precip,7.461
1928,3,precip,17.887
1928,4,precip,23.963
1928,5,precip,12.152
1928,6,precip,26.473
1928,7,precip,11.715
1928,8,precip,11.75
1928,9,precip,5.707
1928,10,precip,7.987
1928,11,precip,7.339
1928,12,precip,3.958
1929,1,precip,14.482
1929,2,precip,22.829
1929,3,precip,36.983
1929,4,precip,13.595
1929,5,precip,17.311
1929,6,precip,13.139
1929,7,precip,9.47
1929,8,precip,4.687
1929,9,precip,15.221
1929,10,precip,10.497
1929,11,precip,35.982
1929,12,precip,8.016
1930,1,precip,10.212
1930,2,precip,4.401
1930,3,precip,14.689
1930,4,precip,4.061
1930,5,precip,13.609
1930,6,precip,3.755
1930,7,precip,9.816
1930,8,precip,6.414
1930,9,precip,15.934
1930,10,precip,4.316
1930,11,precip,15.073
1930,12,precip,6.548
1931,1,precip,7.973
1931,2,precip,7.564
1931,3,precip,8.395
1931,4,precip,8.926
1931,5,precip,7.801
1931,6,precip,3.137
1931,7,precip,10.835
1931,8,precip,9.869
1931,9,precip,1.989
1931,10,precip,3.366
1931,11,precip,7.016
1931,12,precip,25.352
1932,1,precip,20.84
1932,2,precip,17.888
1932,3,precip,13.654
1932,4,precip,8.142
1932,5,precip,9.904
1932,6,precip,13.518
1932,7,precip,11.447
1932,8,precip,13.43
1932,9,precip,8.223
1932,10,precip,16.588
1932,11,precip,10.501
1932,12,precip,28.777
1933,1,precip,8.046
1933,2,precip,17.951
1933,3,precip,16.349
1933,4,precip,11.079
1933,5,precip,6.793
1933,6,precip,7.599
1933,7,precip,14.136
1933,8,precip,10.78
1933,9,precip,7.142
1933,10,precip,5.618
1933,11,precip,4.769
1933,12,precip,7.365
1934,1,precip,12.149
1934,2,precip,11.578
1934,3,precip,15.926
1934,4,precip,8.977
1934,5,precip,8.061
1934,6,precip,17.27
1934,7,precip,18.155
1934,8,precip,18.187
1934,9,precip,4.232
1934,10,precip,24.463
1934,11,precip,8.165
1934,12,precip,9.398
1935,1,precip,6.784
1935,2,precip,11.162
1935,3,precip,16.726
1935,4,precip,12.1
1935,5,precip,10.285
1935,6,precip,14.497
1935,7,precip,9.014
1935,8,precip,13.865
1935,9,precip,6.316
1935,10,precip,6.394
1935,11,precip,8.84
1935,12,precip,11.396
1936,1,precip,29.238
1936,2,precip,20.089
1936,3,precip,9.752
1936,4,precip,18.876
1936,5,precip,2.411
1936,6,precip,5.192
1936,7,precip,12.425
1936,8,precip,16.968
1936,9,precip,7.64
1936,10,precip,4.2
1936,11,precip,3.506
1936,12,precip,22.578
1937,1,precip,28.093
1937,2,precip,13.173
1937,3,precip,12.272
1937,4,precip,18.302
1937,5,precip,10.732
1937,6,precip,8.246
1937,7,precip,13.451
1937,8,precip,10.718
1937,9,precip,6.198
1937,10,precip,15.871
1937,11,precip,5.754
1937,12,precip,4.403
1938,1,precip,8.556
1938,2,precip,6.377
1938,3,precip,18.753
1938,4,precip,32.618
1938,5,precip,9.364
1938,6,precip,12.248
1938,7,precip,18.364
1938,8,precip,10.725
1938,9,precip,3.58
1938,10,precip,1.378
1938,11,precip,9.722
1938,12,precip,6.3
1939,1,precip,12.236
1939,2,precip,23.967
1939,3,precip,14.04
1939,4,precip,9.248
1939,5,precip,13.882
1939,6,precip,14.963
1939,7,precip,10.37
1939,8,precip,27.481
1939,9,precip,8.135
1939,10,precip,0.578
1939,11,precip,1.994
1939,12,precip,9.087
1940,1,precip,14.248
1940,2,precip,17.011
1940,3,precip,14.614
1940,4,precip,6.248
1940,5,precip,8.736
1940,6,precip,13.013
1940,7,precip,24.507
1940,8,precip,8.573
1940,9,precip,2.412
1940,10,precip,6.541
1940,11,precip,7.637
1940,12,precip,13.036
1941,1,precip,5.155
1941,2,precip,7.18
1941,3,precip,14.008
1941,4,precip,7.862
1941,5,precip,2.82
1941,6,precip,11.663
1941,7,precip,22.221
1941,8,precip,17.384
1941,9,precip,4.705
1941,10,precip,4.676
1941,11,precip,7.011
1941,12,precip,17.519
1942,1,precip,7.132
1942,2,precip,12.567
1942,3,precip,21.284
1942,4,precip,3.616
1942,5,precip,9.877
1942,6,precip,15.552
1942,7,precip,9.468
1942,8,precip,16.956
1942,9,precip,9.394
1942,10,precip,5.446
1942,11,precip,3.347
1942,12,precip,21.67
1943,1,precip,8.982
1943,2,precip,5.658
1943,3,precip,24.184
1943,4,precip,14.19
1943,5,precip,9.664
1943,6,precip,9.792
1943,7,precip,11.808
1943,8,precip,9.489
1943,9,precip,9.096
1943,10,precip,1.756
1943,11,precip,7.218
1943,12,precip,8.157
1944,1,precip,8.412
1944,2,precip,22.348
1944,3,precip,22.264
1944,4,precip,23.751
1944,5,precip,5.524
1944,6,precip,8.008
1944,7,precip,6.354
1944,8,precip,9.098
1944,9,precip,8.292
1944,10,precip,1.391
1944,11,precip,8.322
1944,12,precip,7.892
1945,1,precip,9.32
1945,2,precip,21.401
1945,3,precip,12.923
1945,4,precip,19.64
1945,5,precip,13.288
1945,6,precip,9.583
1945,7,precip,9.131
1945,8,precip,6.05
1945,9,precip,7.755
1945,10,precip,12.289
1945,11,precip,9.087
1945,12,precip,15.623
1946,1,precip,25.542
1946,2,precip,19.964
1946,3,precip,18.495
1946,4,precip,5.649
1946,5,precip,14.195
1946,6,precip,15.32
1946,7,precip,12.03
1946,8,precip,8.402
1946,9,precip,13.245
1946,10,precip,2.865
1946,11,precip,9.038
1946,12,precip,6.26
1947,1,precip,28.487
1947,2,precip,5.45
1947,3,precip,15.301
1947,4,precip,16.995
1947,5,precip,11.946
1947,6,precip,14.059
1947,7,precip,6.248
1947,8,precip,10.876
1947,9,precip,3.222
1947,10,precip,4.837
1947,11,precip,18.116
1947,12,precip,10.08
1948,1,precip,11.662
1948,2,precip,17.332
1948,3,precip,22.218
1948,4,precip,9.869
1948,5,precip,6.854
1948,6,precip,10.444
1948,7,precip,18.311
1948,8,precip,13.002
1948,9,precip,9.417
1948,10,precip,1.69
1948,11,precip,40.25
1948,12,precip,10.529
1949,1,precip,15.06
1949,2,precip,15.336
1949,3,precip,13.455
1949,4,precip,13.925
1949,5,precip,11.803
1949,6,precip,11.136
1949,7,precip,10.729
1949,8,precip,9.934
1949,9,precip,4.087
1949,10,precip,6.701
1949,11,precip,1.944
1949,12,precip,8.199
1950,1,precip,9.467
1950,2,precip,11.677
1950,3,precip,15.229
1950,4,precip,5.317
1950,5,precip,12.044
1950,6,precip,10.117
1950,7,precip,24.782
1950,8,precip,8.607
1950,9,precip,12.188
1950,10,precip,7.01
1950,11,precip,3.05
1950,12,precip,7.089
1951,1,precip,8.023
1951,2,precip,8.021
1951,3,precip,24.756
1951,4,precip,15.236
1951,5,precip,2.828
1951,6,precip,15.56
1951,7,precip,10.886
1951,8,precip,4.642
1951,9,precip,15.348
1951,10,precip,6.688
1951,11,precip,7.302
1951,12,precip,21.546
1952,1,precip,11.184
1952,2,precip,9.021
1952,3,precip,18.799
1952,4,precip,6.222
1952,5,precip,11.82
1952,6,precip,5.941
1952,7,precip,3.882
1952,8,precip,18.323
1952,9,precip,5.754
1952,10,precip,5.429
1952,11,precip,7.344
1952,12,precip,15.189
1953,1,precip,17.016
1953,2,precip,17.431
1953,3,precip,9.228
1953,4,precip,19.116
1953,5,precip,11.821
1953,6,precip,13.004
1953,7,precip,14.785
1953,8,precip,5.894
1953,9,precip,11.064
1953,10,precip,0.945
1953,11,precip,4.717
1953,12,precip,20.756
1954,1,precip,10.249
1954,2,precip,8.464
1954,3,precip,7.967
1954,4,precip,9.896
1954,5,precip,4.24
1954,6,precip,8.306
1954,7,precip,9.189
1954,8,precip,5.162
1954,9,precip,1.281
1954,10,precip,2.027
1954,11,precip,8.583
1954,12,precip,11.002
1955,1,precip,12.446
1955,2,precip,14.67
1955,3,precip,9.268
1955,4,precip,21.204
1955,5,precip,14.05
1955,6,precip,7.999
1955,7,precip,13.658
1955,8,precip,4.963
1955,9,precip,1.161
1955,10,precip,6.515
1955,11,precip,10.436
1955,12,precip,5.096
1956,1,precip,5.742
1956,2,precip,23.949
1956,3,precip,22.407
1956,4,precip,14.91
1956,5,precip,6.162
1956,6,precip,7.574
1956,7,precip,10.111
1956,8,precip,6.61
1956,9,precip,7.175
1956,10,precip,6.142
1956,11,precip,7.549
1956,12,precip,11.701
1957,1,precip,15.806
1957,2,precip,8.523
1957,3,precip,13.695
1957,4,precip,21.17
1957,5,precip,15.479
1957,6,precip,15.273
1957,7,precip,5.596
1957,8,precip,3.84
1957,9,precip,19.043
1957,10,precip,7.354
1957,11,precip,15.405
1957,12,precip,10.431
1958,1,precip,6.696
1958,2,precip,12.071
1958,3,precip,14.41
1958,4,precip,9.719
1958,5,precip,3.589
1958,6,precip,12.902
1958,7,precip,17.001
1958,8,precip,6.19
1958,9,precip,9.886
1958,10,precip,6.85
1958,11,precip,9.165
1958,12,precip,4.935
1959,1,precip,11.675
1959,2,precip,10.366
1959,3,precip,16.158
1959,4,precip,7.935
1959,5,precip,17.651
1959,6,precip,6.09
1959,7,precip,9.607
1959,8,precip,11.671
1959,9,precip,10.614
1959,10,precip,14.318
1959,11,precip,4.776
1959,12,precip,5.844
1960,1,precip,17.272
1960,2,precip,11.668
1960,3,precip,17.764
1960,4,precip,6.144
1960,5,precip,4.113
1960,6,precip,7.441
1960,7,precip,8.934
1960,8,precip,12.344
1960,9,precip,13.787
1960,10,precip,9.425
1960,11,precip,5.89
1960,12,precip,5.828
1961,1,precip,6.623
1961,2,precip,37.23
1961,3,precip,22.33
1961,4,precip,13.09
1961,5,precip,7.901
1961,6,precip,16.312
1961,7,precip,11.85
1961,8,precip,9.741
1961,9,precip,8.733
1961,10,precip,3.701
1961,11,precip,8.47
1961,12,precip,36.417
1962,1,precip,18.387
1962,2,precip,14.054
1962,3,precip,11.699
1962,4,precip,14.362
1962,5,precip,2.694
1962,6,precip,12.688
1962,7,precip,12.009
1962,8,precip,7.311
1962,9,precip,9.469
1962,10,precip,6.594
1962,11,precip,15.258
1962,12,precip,7.331
1963,1,precip,16.726
1963,2,precip,8.777
1963,3,precip,17.636
1963,4,precip,15.879
1963,5,precip,7.669
1963,6,precip,17.471
1963,7,precip,12.302
1963,8,precip,7.814
1963,9,precip,10.235
1963,10,precip,0
1963,11,precip,11.205
1963,12,precip,13.287
1964,1,precip,17.494
1964,2,precip,11.772
1964,3,precip,24.249
1964,4,precip,25.744
1964,5,precip,5.971
1964,6,precip,10.595
1964,7,precip,14.669
1964,8,precip,8.808
1964,9,precip,9.45
1964,10,precip,11.59
1964,11,precip,8.001
1964,12,precip,14.424
1965,1,precip,9.53
1965,2,precip,15.1
1965,3,precip,16.506
1965,4,precip,7.357
1965,5,precip,2.697
1965,6,precip,16.956
1965,7,precip,14.604
1965,8,precip,7.317
1965,9,precip,8.7
1965,10,precip,7.951
1965,11,precip,5.761
1965,12,precip,6.863
1966,1,precip,14.411
1966,2,precip,24.24
1966,3,precip,12.017
1966,4,precip,14.933
1966,5,precip,14.251
1966,6,precip,4.79
1966,7,precip,12.891
1966,8,precip,14.36
1966,9,precip,12.819
1966,10,precip,11.968
1966,11,precip,9.419
1966,12,precip,10.43
1967,1,precip,8.505
1967,2,precip,12.287
1967,3,precip,4.987
1967,4,precip,4.784
1967,5,precip,18.582
1967,6,precip,12.667
1967,7,precip,15.761
1967,8,precip,18.83
1967,9,precip,8.951
1967,10,precip,8.587
1967,11,precip,14.734
1967,12,precip,20.207
1968,1,precip,14.778
1968,2,precip,3.788
1968,3,precip,8.42
1968,4,precip,19.789
1968,5,precip,12.088
1968,6,precip,4.373
1968,7,precip,12.499
1968,8,precip,8.163
1968,9,precip,4.397
1968,10,precip,3.966
1968,11,precip,12.185
1968,12,precip,17.873
1969,1,precip,12.202
1969,2,precip,9.79
1969,3,precip,11.736
1969,4,precip,12.066
1969,5,precip,17.68
1969,6,precip,6.898
1969,7,precip,9.837
1969,8,precip,11.336
1969,9,precip,13.796
1969,10,precip,5.536
1969,11,precip,4.712
1969,12,precip,14.459
1970,1,precip,8.018
1970,2,precip,8.99
1970,3,precip,21.818
1970,4,precip,13.969
1970,5,precip,7.802
1970,6,precip,10.172
1970,7,precip,9.637
1970,8,precip,15.16
1970,9,precip,3.183
1970,10,precip,20.105
1970,11,precip,5.847
1970,12,precip,10.084
1971,1,precip,11.242
1971,2,precip,19.472
1971,3,precip,25.931
1971,4,precip,10.789
1971,5,precip,8.196
1971,6,precip,12.417
1971,7,precip,22.207
1971,8,precip,8.74
1971,9,precip,11.731
1971,10,precip,2.808
1971,11,precip,6.576
1971,12,precip,15.921
1972,1,precip,34.193
1972,2,precip,9.604
1972,3,precip,16.93
1972,4,precip,6.308
1972,5,precip,10.4
1972,6,precip,11.954
1972,7,precip,8.87
1972,8,precip,6.266
1972,9,precip,14.081
1972,10,precip,12.665
1972,11,precip,13.184
1972,12,precip,19.595
1973,1,precip,17.803
1973,2,precip,7.259
1973,3,precip,27.318
1973,4,precip,15.579
1973,5,precip,19.994
1973,6,precip,13.578
1973,7,precip,11.552
1973,8,precip,7.897
1973,9,precip,6.812
1973,10,precip,4.644
1973,11,precip,12.418
1973,12,precip,17.119
1974,1,precip,17.047
1974,2,precip,14.951
1974,3,precip,7.415
1974,4,precip,16.286
1974,5,precip,14.166
1974,6,precip,5.762
1974,7,precip,12.225
1974,8,precip,20.46
1974,9,precip,12.198
1974,10,precip,2.845
